filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1.pkl,1,500,10,state,district,-0.0082496246340126
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1213.pkl,1213,500,10,state,district,-0.4238288360224314
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_123.pkl,123,500,10,state,district,0.043392115056284
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1234.pkl,1234,500,10,state,district,0.051368109422004
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1415.pkl,1415,500,10,state,district,-0.0983337487684627
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_42.pkl,42,500,10,state,district,-0.0847387362871427
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_456.pkl,456,500,10,state,district,0.0787428435454862
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_5678.pkl,5678,500,10,state,district,-0.0185782205098887
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_789.pkl,789,500,10,state,district,0.0287662628399647
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_9101.pkl,9101,500,10,state,district,0.0502300411216843
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1.pkl,1,500,10,state,district,-0.0082496246340126
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1213.pkl,1213,500,10,state,district,-0.4238288360224314
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_123.pkl,123,500,10,state,district,0.043392115056284
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1234.pkl,1234,500,10,state,district,0.051368109422004
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_1415.pkl,1415,500,10,state,district,-0.0983337487684627
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_42.pkl,42,500,10,state,district,-0.0847387362871427
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_456.pkl,456,500,10,state,district,0.0787428435454862
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_5678.pkl,5678,500,10,state,district,-0.0185782205098887
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_789.pkl,789,500,10,state,district,0.0287662628399647
IDs_state_strata_district_clusters_10_points_per_cluster_500_size_seed_9101.pkl,9101,500,10,state,district,0.0502300411216843
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1.pkl,1,500,25,state,district,-0.2612200071936372
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1213.pkl,1213,500,25,state,district,-0.0475638050933395
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_123.pkl,123,500,25,state,district,-0.8047684777638402
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1234.pkl,1234,500,25,state,district,-0.3956510833785371
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1415.pkl,1415,500,25,state,district,-1.29778762706617
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_42.pkl,42,500,25,state,district,-0.5385318878278786
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_456.pkl,456,500,25,state,district,-2.216164093156516
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_5678.pkl,5678,500,25,state,district,-3.397310195063617
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_789.pkl,789,500,25,state,district,-0.036793840890565
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_9101.pkl,9101,500,25,state,district,-0.0026049202172961
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1.pkl,1,500,25,state,district,-0.2612200071936372
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1213.pkl,1213,500,25,state,district,-0.0475638050933395
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_123.pkl,123,500,25,state,district,-0.8047684777638402
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1234.pkl,1234,500,25,state,district,-0.3956510833785371
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_1415.pkl,1415,500,25,state,district,-1.29778762706617
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_42.pkl,42,500,25,state,district,-0.5385318878278786
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_456.pkl,456,500,25,state,district,-2.216164093156516
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_5678.pkl,5678,500,25,state,district,-3.397310195063617
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_789.pkl,789,500,25,state,district,-0.036793840890565
IDs_state_strata_district_clusters_25_points_per_cluster_500_size_seed_9101.pkl,9101,500,25,state,district,-0.0026049202172961
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1.pkl,1,500,2,state,district,0.2084188743228507
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1213.pkl,1213,500,2,state,district,0.0410064356582795
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_123.pkl,123,500,2,state,district,0.0261779078323061
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1234.pkl,1234,500,2,state,district,-0.0828566431056649
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1415.pkl,1415,500,2,state,district,0.1802416343719836
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_42.pkl,42,500,2,state,district,0.1887322251334323
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_456.pkl,456,500,2,state,district,0.1915311331001987
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_5678.pkl,5678,500,2,state,district,0.1207398836336599
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_789.pkl,789,500,2,state,district,-0.0087603769870965
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_9101.pkl,9101,500,2,state,district,0.1230656530932912
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1.pkl,1,500,2,state,district,0.2084188743228507
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1213.pkl,1213,500,2,state,district,0.0410064356582795
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_123.pkl,123,500,2,state,district,0.0261779078323061
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1234.pkl,1234,500,2,state,district,-0.0828566431056649
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_1415.pkl,1415,500,2,state,district,0.1802416343719836
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_42.pkl,42,500,2,state,district,0.1887322251334323
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_456.pkl,456,500,2,state,district,0.1915311331001987
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_5678.pkl,5678,500,2,state,district,0.1207398836336599
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_789.pkl,789,500,2,state,district,-0.0087603769870965
IDs_state_strata_district_clusters_2_points_per_cluster_500_size_seed_9101.pkl,9101,500,2,state,district,0.1230656530932912
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1.pkl,1,500,5,state,district,0.1645867961056177
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1213.pkl,1213,500,5,state,district,-0.9463250590948642
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_123.pkl,123,500,5,state,district,0.0752384000793058
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1234.pkl,1234,500,5,state,district,0.1394115765367382
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1415.pkl,1415,500,5,state,district,0.1881163705232084
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_42.pkl,42,500,5,state,district,-0.1389612556784369
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_456.pkl,456,500,5,state,district,0.106170919098032
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_5678.pkl,5678,500,5,state,district,0.0078591434444474
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_789.pkl,789,500,5,state,district,0.0727889122965511
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_9101.pkl,9101,500,5,state,district,0.0133974032766727
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1.pkl,1,500,5,state,district,0.1645867961056177
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1213.pkl,1213,500,5,state,district,-0.9463250590948642
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_123.pkl,123,500,5,state,district,0.0752384000793058
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1234.pkl,1234,500,5,state,district,0.1394115765367382
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_1415.pkl,1415,500,5,state,district,0.1881163705232084
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_42.pkl,42,500,5,state,district,-0.1389612556784369
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_456.pkl,456,500,5,state,district,0.106170919098032
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_5678.pkl,5678,500,5,state,district,0.0078591434444474
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_789.pkl,789,500,5,state,district,0.0727889122965511
IDs_state_strata_district_clusters_5_points_per_cluster_500_size_seed_9101.pkl,9101,500,5,state,district,0.0133974032766727
